,Spółki krajowe według kapitalizacji (na koniec miesiąca) / Domestic shares by market capitalization (eop),Spółki krajowe według kapitalizacji (na koniec okresu) / Domestic shares by market capitalization (eop),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,okres
32,"27 SWIECIE 50,00 2 570 761 0,60 1 041,76",,"11,40","2,47","0,0",,2008-05
33,"28 PULAWY 19,12 2 542 752 0,59 1 464,68",,"9,10","1,74","1,3",,2008-05
34,"29 ORBIS 46,08 2 488 736 0,58 1 788,98",,"16,80","1,39","0,6",,2008-05
35,"30 KOPEX 67,63 2 324 688 0,54 1 992,36",,"4,70","1,17","0,0",,2008-05
36,"31 BANKBPH 28,72 2 297 680 0,53 1 551,10",,"2,00","1,48","45,3",,2008-05
37,"32 CIECH 28,00 2 268 671 0,53 1 424,90",,"11,00","1,59","2,6",,2008-05
38,"33 NOBLEBANK 215,18 2 244 664 0,52 567,60",,"17,00","3,95","0,0",,2008-05
39,"34 BIOTON 3 059,79 2 111 625 0,49 1 150,68",,"61,70","1,83","0,0",,2008-05
40,"35 BUDIMEX 25,53 2 093 620 0,49 551,59",,"65,80","3,80","0,0",,2008-05
41,"36 DZPOLSKA 41,00 2 050 607 0,48 248,59",,"114,20","8,25","0,0",,2008-05
42,"37 ALCHEMIA 224,98 2 036 603 0,47 689,81",,"14,00","2,95","0,0",,2008-05
43,"38 FAMUR 481,50 2 017 597 0,47 617,53",,"15,50","3,27","0,0",,2008-05
44,"39 NFIEMF 102,86 1 996 591 0,46 411,71",,"21,30","4,85","0,0",,2008-05
45,"40 AGORA 54,98 1 935 573 0,45 1 245,75",,"18,50","1,55","4,3",,2008-05
46,"41 EMPERIA 14,99 1 882 557 0,44 704,86",,"21,00","2,67","1,2",,2008-05
47,"42 POLAQUA 27,50 1 870 553 0,44 619,98",,"31,60","3,02","0,0",,2008-05
48,"43 CCC 38,40 1 786 528 0,42 213,97",,"30,00","8,35","2,2",,2008-05
49,"44 EUROCASH 129,75 1 674 495 0,39 247,68",,"26,40","6,76","1,8",,2008-05
50,"45 POLICE 75,00 1 615 478 0,38 1 059,18",,"5,40","1,52","0,0",,2008-05
51,"46 POLNORD 17,81 1 578 467 0,37 893,00",,"31,40","1,77","0,0",,2008-05
52,"47 PETROLINV 6,16 1 559 462 0,36 392,57",,"0,00","3,97","0,0",,2008-05
53,"48 INTERCARS 13,70 1 534 454 0,36 415,26",,"22,20","3,69","0,3",,2008-05
54,"49 JWCONSTR 54,70 1 423 421 0,33 568,61",,"9,10","2,50","0,0",,2008-05
55,"50 DOMDEV 24,56 1 422 421 0,33 743,59",,"6,80","1,91","3,5",,2008-05
56,"51 LCCORP 447,56 1 405 416 0,33 908,58",,"11,90","1,55","0,0",,2008-05
57,"52 SYNTHOS 1 323,25 1 323 392 0,31 1 354,23",,"2,70","0,98","0,0",,2008-05
58,"53 BOS 15,05 1 295 383 0,30 950,57",,"14,80","1,36","0,1",,2008-05
59,"54 MMPPL 157,70 1 293 383 0,30 587,89",,"18,00","2,20","0,0",,2008-05
60,"55 NETIA 389,28 1 289 381 0,30 1 687,13",,"0,00","0,76","0,0",,2008-05
61,"56 MOSTALZAB 149,13 1 268 375 0,29 175,65",,"23,00","7,22","0,0",,2008-05
0,Wielkość Kapitalizacja na koniec okresu Wartość,,,,Stopa,,2008-06
1,emisji Market capitalization księgowa,,,,dywidendy,,2008-06
2,Lp. Nazwa (mln) (mln zł),,C/Z,C/WK,(%),,2008-06
3,No Security Shares mln zł mln EUR (%) Book,,P/E,P/BV,Dividend,,2008-06
4,name outstanding PLN mil. EUR mil. (%) value,,,,yield,,2008-06
5,(mil.) (PLN mil.),,,,(%),,2008-06
6,"1 PKOBP 1 000,00 45 860 13 672 12,10 12 847,91",,"14,40","3,57","2,1",,2008-06
7,"2 PEKAO 262,21 43 134 12 860 11,38 15 807,30",,"15,40","2,73","5,8",,2008-06
8,"3 TPSA 1 368,77 28 251 8 423 7,45 18 457,00",,"11,60","1,53","7,3",,2008-06
9,"4 KGHM 200,00 20 000 5 963 5,28 10 329,86",,"5,00","1,94","17,0",,2008-06
10,"5 PGNIG 5 900,00 19 647 5 857 5,18 21 779,02",,"21,70","0,90","5,1",,2008-06
11,"6 PKNORLEN 427,71 14 602 4 353 3,85 20 223,72",,"4,90","0,72","0,0",,2008-06
12,"7 BRE 29,66 10 501 3 131 2,77 3 523,99",,"12,50","2,98","0,0",,2008-06
13,"8 HANDLOWY 130,66 10 453 3 116 2,76 5 805,15",,"13,00","1,80","5,1",,2008-06
14,"9 BZWBK 72,96 9 952 2 967 2,63 4 591,19",,"10,60","2,17","2,2",,2008-06
15,"10 GTC 219,37 6 665 1 987 1,76 3 466,48",,"7,20","1,92","0,0",,2008-06
16,"11 GETIN 709,79 6 452 1 924 1,70 3 219,09",,"9,60","2,00","0,0",,2008-06
17,"12 ZYWIEC 10,44 6 215 1 853 1,64 840,25",,"14,90","7,40","6,2",,2008-06
18,"13 TVN 350,03 6 126 1 826 1,62 1 514,29",,"23,60","4,05","2,8",,2008-06
19,"14 MILLENNIUM 849,18 5 774 1 722 1,52 2 485,56",,"11,40","2,32","2,8",,2008-06
20,"15 INGBSK 13,01 5 399 1 610 1,42 4 013,73",,"8,50","1,35","2,8",,2008-06
21,"16 KREDYTB 271,66 4 781 1 425 1,26 2 306,06",,"12,20","2,07","2,1",,2008-06
22,"17 STALPROD 6,73 4 170 1 243 1,10 922,57",,"11,80","4,52","1,6",,2008-06
23,"18 ASSECOPOL 71,29 4 064 1 212 1,07 1 967,02",,"21,70","2,07","0,8",,2008-06
24,"19 CYFRPLSAT 268,33 3 596 1 072 0,95 125,15",,"24,70","28,73","0,0",,2008-06
25,"20 PBG 13,43 3 443 1 027 0,91 767,20",,"32,30","4,49","0,0",,2008-06
26,"21 LPP 1,71 3 098 924 0,82 422,24",,"21,90","7,34","0,0",,2008-06
27,"22 LOTOS 113,70 3 013 898 0,80 6 080,55",,"3,00","0,50","1,4",,2008-06
28,"23 CERSANIT 144,26 2 950 880 0,78 836,77",,"26,10","3,53","0,0",,2008-06
29,"24 FORTISPL 16,77 2 499 745 0,66 1 208,56",,"12,70","2,07","0,0",,2008-06
30,"25 POLIMEXMS 464,36 2 456 732 0,65 1 013,91",,"24,10","2,42","0,3",,2008-06
31,"26 PULAWY 19,12 2 332 695 0,62 1 464,68",,"8,30","1,59","1,4",,2008-06
32,"27 SWIECIE 50,00 2 250 671 0,59 1 041,76",,"10,00","2,16","0,0",,2008-06
33,"28 ORBIS 46,08 2 097 625 0,55 1 788,98",,"14,10","1,17","0,7",,2008-06
34,"29 BANKBPH 28,72 2 065 616 0,54 1 551,10",,"1,80","1,33","0,0",,2008-06
35,"30 BUDIMEX 25,53 1 917 572 0,51 551,59",,"60,30","3,48","0,0",,2008-06
36,"31 FAMUR 481,50 1 902 567 0,50 617,53",,"14,60","3,08","0,0",,2008-06
37,"32 CIECH 28,00 1 876 559 0,50 1 424,90",,"8,80","1,32","3,1",,2008-06
38,"33 NFIEMF 102,86 1 872 558 0,49 411,71",,"20,00","4,55","0,0",,2008-06
39,"34 AGORA 54,98 1 869 557 0,49 1 245,75",,"17,90","1,50","4,4",,2008-06
40,"35 ECHO 420,00 1 827 545 0,48 1 532,20",,"6,40","1,19","0,0",,2008-06
41,"36 EMPERIA 15,12 1 753 523 0,46 704,86",,"19,50","2,49","1,3",,2008-06
42,"37 NOBLEBANK 215,18 1 732 516 0,46 567,60",,"13,10","3,05","0,0",,2008-06
43,"38 KOPEX 67,63 1 688 503 0,45 1 992,36",,"3,40","0,85","0,0",,2008-06
44,"39 ALCHEMIA 224,98 1 636 488 0,43 689,81",,"11,20","2,37","0,0",,2008-06
45,"40 EUROCASH 129,91 1 624 484 0,43 247,68",,"25,60","6,56","1,8",,2008-06
46,"41 POLAQUA 27,50 1 598 476 0,42 619,98",,"27,00","2,58","0,0",,2008-06
47,"42 BIOTON 3 059,79 1 591 474 0,42 1 150,68",,"84,00","1,38","0,0",,2008-06
48,"43 CCC 38,40 1 517 452 0,40 213,97",,"25,50","7,09","0,0",,2008-06
49,"44 PETROLINV 6,16 1 387 414 0,37 392,57",,"0,00","3,53","0,0",,2008-06
50,"45 POLICE 75,00 1 358 405 0,36 1 059,18",,"4,50","1,28","0,0",,2008-06
51,"46 HBPOLSKA 173,67 1 346 401 0,36 145,14",,"32,90","9,27","0,0",,2008-06
52,"47 BOS 15,05 1 295 386 0,34 950,57",,"14,80","1,36","0,1",,2008-06
53,"48 DZPOLSKA 41,00 1 292 385 0,34 248,59",,"72,00","5,20","0,0",,2008-06
54,"49 POLNORD 17,93 1 290 385 0,34 893,00",,"25,60","1,45","0,0",,2008-06
55,"50 INTERCARS 13,70 1 287 384 0,34 415,26",,"18,60","3,10","0,3",,2008-06
56,"51 MOSTALWAR 20,00 1 200 358 0,32 304,04",,"15,00","3,95","0,0",,2008-06
57,"52 NETIA 389,28 1 176 350 0,31 1 687,13",,"0,00","0,70","0,0",,2008-06
58,"53 NORDEABP 45,52 1 138 339 0,30 948,51",,"13,10","1,20","0,0",,2008-06
59,"54 MMPPL 157,70 1 132 338 0,30 587,89",,"15,80","1,93","0,0",,2008-06
60,"55 SYNTHOS 1 323,25 1 125 335 0,30 1 354,23",,"2,30","0,83","0,0",,2008-06
61,"56 KRUSZWICA 22,34 1 091 325 0,29 476,88",,"16,30","2,29","3,5",,2008-06
62,"57 DEBICA 13,80 1 090 325 0,29 659,11",,"19,70","1,65","2,8",,2008-06
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2008-07
1,,emisji Market capitalization księgowa,,,dywidendy,,2008-07
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2008-07
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2008-07
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2008-07
5,,(mil.) (PLN mil.),,,(%),,2008-07
6,,"1 PKOBP 1 000,00 52 500 16 393 13,25 12 847,91","16,50","4,09","1,9",,2008-07
7,,"2 PEKAO 262,21 49 794 15 548 12,56 15 807,30","17,80","3,15","5,1",,2008-07
8,,"3 TPSA 1 368,77 31 454 9 822 7,94 18 457,00","12,90","1,70","6,5",,2008-07
9,,"4 PGNIG 5 900,00 23 069 7 203 5,82 21 779,02","25,40","1,06","4,9",,2008-07
10,,"5 KGHM 200,00 16 970 5 299 4,28 10 329,86","4,20","1,64","10,6",,2008-07
11,,"6 PKNORLEN 427,71 15 740 4 915 3,97 20 223,72","5,30","0,78","0,0",,2008-07
12,,"7 BZWBK 72,96 11 871 3 707 2,99 4 591,19","12,70","2,59","1,8",,2008-07
13,,"8 BRE 29,68 11 526 3 599 2,91 3 523,99","13,80","3,27","0,0",,2008-07
14,,"9 HANDLOWY 130,66 10 289 3 213 2,60 5 805,15","12,80","1,77","6,0",,2008-07
15,,"10 GETIN 709,79 7 006 2 187 1,77 3 219,09","10,40","2,18","0,0",,2008-07
16,,"11 GTC 219,37 6 445 2 012 1,63 3 466,48","7,00","1,86","0,0",,2008-07
17,,"12 TVN 350,06 6 399 1 998 1,61 1 514,29","24,60","4,23","2,7",,2008-07
18,,"13 MILLENNIUM 849,18 6 284 1 962 1,59 2 608,79","12,50","2,41","2,6",,2008-07
19,,"14 ZYWIEC 10,44 6 262 1 955 1,58 840,25","15,00","7,45","6,2",,2008-07
20,,"15 INGBSK 13,01 6 206 1 938 1,57 4 013,73","9,70","1,55","2,5",,2008-07
21,,"16 KREDYTB 271,66 4 778 1 492 1,21 2 355,97","12,50","2,03","3,0",,2008-07
22,,"17 ASSECOPOL 71,29 4 270 1 333 1,08 1 967,02","22,80","2,17","0,8",,2008-07
23,,"18 STALPROD 6,73 3 968 1 239 1,00 922,57","11,20","4,30","2,0",,2008-07
24,,"19 CYFRPLSAT 268,33 3 810 1 190 0,96 125,15","26,20","30,45","1,0",,2008-07
25,,"20 PBG 13,43 3 422 1 068 0,86 767,20","32,10","4,46","0,0",,2008-07
26,,"21 LOTOS 113,70 3 190 996 0,80 6 080,55","3,20","0,52","0,0",,2008-07
27,,"22 FORTISPL 16,77 2 942 919 0,74 1 208,56","15,10","2,43","0,0",,2008-07
28,,"23 POLIMEXMS 464,36 2 716 848 0,69 1 013,91","26,60","2,68","0,2",,2008-07
29,,"24 LPP 1,71 2 661 831 0,67 422,24","18,80","6,30","0,0",,2008-07
30,,"25 PULAWY 19,12 2 279 711 0,57 1 464,68","8,10","1,56","1,4",,2008-07
31,,"26 BANKBPH 28,72 2 211 690 0,56 1 551,10","1,90","1,43","0,0",,2008-07
32,,"27 CERSANIT 144,26 2 204 688 0,56 836,77","19,50","2,63","0,0",,2008-07
33,,"28 ORBIS 46,08 2 050 640 0,52 1 788,98","13,80","1,15","0,9",,2008-07
34,,"29 NOBLEBANK 215,18 2 012 628 0,51 567,60","15,20","3,54","0,0",,2008-07
35,,"30 BUDIMEX 25,53 1 940 606 0,49 551,59","61,00","3,52","0,0",,2008-07
36,,"31 AGORA 54,98 1 907 595 0,48 1 245,75","18,20","1,53","1,4",,2008-07
37,,"32 DZPOLSKA 41,00 1 804 563 0,46 248,59","100,50","7,26","0,0",,2008-07
38,,"33 SWIECIE 50,00 1 800 562 0,45 1 041,76","8,00","1,73","0,0",,2008-07
39,,"34 CIECH 28,00 1 736 542 0,44 1 424,90","8,10","1,22","3,3",,2008-07
40,,"35 BOS 15,05 1 731 541 0,44 950,57","19,80","1,82","0,2",,2008-07
41,,"36 ALCHEMIA 224,98 1 658 518 0,42 689,81","11,30","2,40","0,0",,2008-07
42,,"37 FAMUR 481,50 1 623 507 0,41 617,53","12,50","2,63","0,0",,2008-07
43,,"38 ECHO 420,00 1 571 490 0,40 1 532,20","5,50","1,03","0,0",,2008-07
44,,"39 NFIEMF 102,86 1 543 482 0,39 411,71","16,40","3,75","0,0",,2008-07
45,,"40 CCC 38,40 1 536 480 0,39 213,97","25,80","7,18","0,0",,2008-07
46,,"41 KOPEX 67,63 1 487 464 0,38 1 992,36","3,00","0,75","0,0",,2008-07
47,,"42 POLICE 75,00 1 358 424 0,34 1 059,18","4,50","1,28","0,0",,2008-07
48,,"43 EMPERIA 15,12 1 345 420 0,34 704,86","15,00","1,91","1,7",,2008-07
49,,"44 POLAQUA 27,50 1 320 412 0,33 619,98","22,30","2,13","0,0",,2008-07
50,,"45 BIOTON 3 059,79 1 316 411 0,33 1 150,68","69,40","1,14","0,0",,2008-07
51,,"46 HBPOLSKA 173,67 1 285 401 0,32 145,14","31,40","8,86","0,0",,2008-07
52,,"47 EUROCASH 130,24 1 283 401 0,32 247,68","20,20","5,18","3,0",,2008-07
53,,"48 NETIA 389,28 1 207 377 0,30 1 687,13","0,00","0,72","0,0",,2008-07
54,,"49 NORDEABP 45,52 1 179 368 0,30 948,51","13,60","1,24","0,0",,2008-07
55,,"50 MMPPL 157,70 1 146 358 0,29 587,89","16,00","1,95","3,0",,2008-07
56,,"51 KRUSZWICA 22,34 1 105 345 0,28 476,88","16,50","2,32","3,5",,2008-07
57,,"52 JWCONSTR 54,70 1 102 344 0,28 568,61","7,10","1,94","0,0",,2008-07
58,,"53 POLNORD 17,93 1 076 336 0,27 893,00","21,40","1,21","0,0",,2008-07
59,,"54 PETROLINV 6,16 1 041 325 0,26 392,57","0,00","2,65","0,0",,2008-07
60,,"55 DEBICA 13,80 1 021 319 0,26 659,11","18,40","1,55","2,8",,2008-07
61,,"56 TUEUROPA 7,88 1 021 319 0,26 280,27","11,70","3,64","5,6",,2008-07
62,,"57 SYNTHOS 1 323,25 979 306 0,25 1 354,23","2,00","0,72","0,0",,2008-07
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2008-08
1,,emisji Market capitalization księgowa,,,dywidendy,,2008-08
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2008-08
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2008-08
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2008-08
5,,(mil.) (PLN mil.),,,(%),,2008-08
6,,"1 PKOBP 1 000,00 49 000 14 644 12,97 12 630,18","14,10","3,88","2,2",,2008-08
7,,"2 PEKAO 262,21 47 539 14 208 12,59 13 879,73","15,40","3,43","5,3",,2008-08
8,,"3 TPSA 1 368,77 31 290 9 352 8,28 17 123,00","11,90","1,83","6,6",,2008-08
9,,"4 PGNIG 5 900,00 20 178 6 030 5,34 20 918,68","23,50","0,96","5,6",,2008-08
10,,"5 KGHM 200,00 15 470 4 623 4,10 9 369,07","4,00","1,65","11,6",,2008-08
11,,"6 PKNORLEN 427,71 14 140 4 226 3,74 20 928,06","4,00","0,68","4,9",,2008-08
12,,"7 BZWBK 72,96 12 812 3 829 3,39 4 588,67","13,30","2,79","1,7",,2008-08
13,,"8 BRE 29,68 10 537 3 149 2,79 3 798,09","11,10","2,77","0,0",,2008-08
14,,"9 HANDLOWY 130,66 8 258 2 468 2,19 5 231,00","11,20","1,58","7,5",,2008-08
15,,"10 GETIN 709,79 6 906 2 064 1,83 3 219,09","10,30","2,15","0,0",,2008-08
16,,"11 INGBSK 13,01 6 381 1 907 1,69 3 977,63","9,10","1,60","2,4",,2008-08
17,,"12 TVN 350,07 6 266 1 873 1,66 1 514,29","24,10","4,14","2,7",,2008-08
18,,"13 ZYWIEC 10,44 6 157 1 840 1,63 613,29","16,00","10,04","6,3",,2008-08
19,,"14 MILLENNIUM 849,18 5 893 1 761 1,56 2 608,79","11,70","2,26","2,7",,2008-08
20,,"15 GTC 219,37 5 484 1 639 1,45 3 447,24","6,40","1,59","0,0",,2008-08
21,,"16 ASSECOPOL 71,29 4 420 1 321 1,17 2 677,75","17,30","1,65","0,7",,2008-08
22,,"17 CYFRPLSAT 268,33 3 891 1 163 1,03 204,99","21,90","18,98","1,0",,2008-08
23,,"18 KREDYTB 271,66 3 803 1 137 1,01 2 185,72","10,80","1,74","3,7",,2008-08
24,,"19 STALPROD 6,73 3 618 1 081 0,96 951,30","10,00","3,80","2,2",,2008-08
25,,"20 FORTISPL 16,77 3 353 1 002 0,89 1 270,15","15,70","2,64","0,0",,2008-08
26,,"21 PBG 13,43 3 196 955 0,85 958,49","31,20","3,33","0,0",,2008-08
27,,"22 LOTOS 113,70 3 101 927 0,82 6 474,40","2,70","0,48","0,0",,2008-08
28,,"23 ORBIS 46,08 2 488 744 0,66 1 800,41","16,70","1,38","0,7",,2008-08
29,,"24 POLIMEXMS 464,36 2 415 722 0,64 1 027,40","23,20","2,35","0,2",,2008-08
30,,"25 LPP 1,71 2 393 715 0,63 414,39","17,40","5,77","0,0",,2008-08
31,,"26 CERSANIT 144,26 2 308 690 0,61 1 162,29","19,90","1,99","0,0",,2008-08
32,,"27 BUDIMEX 25,53 2 215 662 0,59 580,97","34,00","3,81","0,0",,2008-08
33,,"28 BANKBPH 28,72 2 088 624 0,55 1 556,37","2,60","1,34","0,0",,2008-08
34,,"29 DZPOLSKA 41,00 1 985 593 0,53 255,37","89,80","7,77","0,0",,2008-08
35,,"30 PULAWY 19,12 1 898 567 0,50 1 540,20","4,50","1,23","1,7",,2008-08
36,,"31 ECHO 420,00 1 890 565 0,50 1 557,74","11,60","1,21","0,0",,2008-08
37,,"32 SWIECIE 50,00 1 844 551 0,49 1 064,92","9,70","1,73","0,0",,2008-08
38,,"33 NOBLEBANK 215,18 1 838 549 0,49 607,55","12,40","3,02","0,0",,2008-08
39,,"34 ALCHEMIA 224,98 1 696 507 0,45 647,93","11,80","2,62","0,0",,2008-08
40,,"35 NFIEMF 103,15 1 654 494 0,44 418,19","16,90","3,95","0,0",,2008-08
41,,"36 AGORA 54,98 1 606 480 0,43 1 251,41","17,20","1,28","1,7",,2008-08
42,,"37 CCC 38,40 1 594 476 0,42 246,98","21,20","6,45","0,0",,2008-08
43,,"38 CIECH 28,00 1 590 475 0,42 1 372,36","9,20","1,16","3,6",,2008-08
44,,"39 FAMUR 481,50 1 589 475 0,42 629,20","12,70","2,53","0,0",,2008-08
45,,"40 EUROCASH 130,25 1 532 458 0,41 231,38","21,90","6,62","2,6",,2008-08
46,,"41 KOPEX 67,63 1 501 449 0,40 2 018,16","2,80","0,74","0,0",,2008-08
47,,"42 POLAQUA 27,50 1 375 411 0,36 635,60","20,50","2,16","0,0",,2008-08
48,,"43 BOS 15,05 1 354 405 0,36 951,45","17,80","1,42","0,3",,2008-08
49,,"44 POLICE 75,00 1 328 397 0,35 1 180,05","3,40","1,12","0,0",,2008-08
50,,"45 NORDEABP 45,52 1 320 395 0,35 986,77","12,30","1,34","0,0",,2008-08
51,,"46 BIOTON 3 059,79 1 285 384 0,34 1 084,33","0,00","1,19","0,0",,2008-08
52,,"47 HBPOLSKA 173,67 1 268 379 0,34 455,02","34,30","2,79","0,0",,2008-08
53,,"48 MMPPL 157,70 1 260 377 0,33 555,02","17,80","2,27","2,7",,2008-08
54,,"49 EMPERIA 15,12 1 224 366 0,32 727,00","15,50","1,68","1,9",,2008-08
55,,"50 SYNTHOS 1 323,25 1 204 360 0,32 1 415,63","2,30","0,85","0,0",,2008-08
56,,"51 NETIA 389,28 1 164 348 0,31 1 954,63","14,80","0,60","0,0",,2008-08
57,,"52 MOSTALWAR 20,00 1 100 329 0,29 324,91","15,10","3,39","0,0",,2008-08
58,,"53 KRUSZWICA 22,34 1 079 322 0,29 492,22","10,90","2,19","1,5",,2008-08
59,,"54 DEBICA 13,80 1 028 307 0,27 646,44","19,00","1,59","2,8",,2008-08
60,,"55 TUEUROPA 7,88 1 006 301 0,27 249,37","11,30","4,04","5,7",,2008-08
61,,"56 JWCONSTR 54,70 1 002 299 0,27 603,86","5,80","1,66","0,0",,2008-08
62,,"57 PETROLINV 6,16 921 275 0,24 357,79","165,70","2,57","0,0",,2008-08
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2008-09
1,,emisji Market capitalization księgowa,,,dywidendy,,2008-09
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2008-09
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2008-09
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2008-09
5,,(mil.) (PLN mil.),,,(%),,2008-09
6,,"1 PEKAO 262,21 44 812 13 148 12,76 13 879,73","14,50","3,23","5,6",,2008-09
7,,"2 PKOBP 1 000,00 43 400 12 734 12,36 12 630,18","12,50","3,44","2,5",,2008-09
8,,"3 TPSA 1 368,77 31 249 9 169 8,90 17 123,00","11,80","1,82","6,6",,2008-09
9,,"4 PGNIG 5 900,00 19 352 5 678 5,51 20 918,68","22,60","0,93","5,8",,2008-09
10,,"5 PKNORLEN 427,71 14 713 4 317 4,19 20 928,06","4,10","0,70","4,7",,2008-09
11,,"6 BZWBK 72,96 11 126 3 265 3,17 4 588,67","11,50","2,42","2,0",,2008-09
12,,"7 KGHM 200,00 9 990 2 931 2,84 9 369,07","2,60","1,07","18,0",,2008-09
13,,"8 BRE 29,69 9 234 2 709 2,63 3 798,09","9,80","2,43","0,0",,2008-09
14,,"9 HANDLOWY 130,66 8 297 2 434 2,36 5 231,00","11,30","1,59","7,5",,2008-09
15,,"10 INGBSK 13,01 6 648 1 951 1,89 3 977,63","9,50","1,67","2,3",,2008-09
16,,"11 GETIN 709,79 6 388 1 874 1,82 3 366,46","12,80","1,90","0,0",,2008-09
17,,"12 TVN 350,12 6 264 1 838 1,78 1 514,29","24,10","4,14","2,7",,2008-09
18,,"13 ZYWIEC 10,44 5 349 1 569 1,52 613,29","13,40","8,72","7,2",,2008-09
19,,"14 MILLENNIUM 849,18 5 341 1 567 1,52 2 608,79","10,60","2,05","3,0",,2008-09
20,,"15 GTC 219,37 4 793 1 406 1,36 3 447,24","5,60","1,39","0,0",,2008-09
21,,"16 ASSECOPOL 71,29 4 413 1 295 1,26 2 677,75","17,30","1,65","0,7",,2008-09
22,,"17 CYFRPLSAT 268,33 3 797 1 114 1,08 204,99","21,40","18,52","1,0",,2008-09
23,,"18 KREDYTB 271,66 3 722 1 092 1,06 2 185,72","10,50","1,70","3,8",,2008-09
24,,"19 STALPROD 6,73 3 268 959 0,93 951,30","9,10","3,44","2,4",,2008-09
25,,"20 PBG 13,43 3 088 906 0,88 958,49","30,10","3,22","0,0",,2008-09
26,,"21 LOTOS 113,70 3 056 897 0,87 6 474,40","2,70","0,47","0,0",,2008-09
27,,"22 ORBIS 46,08 2 615 767 0,74 1 800,41","17,50","1,45","0,7",,2008-09
28,,"23 LPP 1,71 2 584 758 0,74 414,39","18,80","6,24","0,0",,2008-09
29,,"24 FORTISPL 16,77 2 532 743 0,72 1 270,15","11,90","1,99","0,0",,2008-09
30,,"25 CERSANIT 144,26 2 386 700 0,68 1 162,29","20,60","2,05","0,0",,2008-09
31,,"26 POLIMEXMS 464,36 2 085 612 0,59 1 027,40","20,00","2,03","0,2",,2008-09
32,,"27 SWIECIE 50,00 2 075 609 0,59 1 064,92","10,90","1,95","0,0",,2008-09
33,,"28 DZPOLSKA 41,00 1 985 582 0,57 253,46","98,30","7,83","0,0",,2008-09
34,,"29 BANKBPH 28,72 1 980 581 0,56 1 556,37","2,50","1,27","0,0",,2008-09
35,,"30 ALCHEMIA 224,98 1 890 554 0,54 647,93","13,20","2,92","0,0",,2008-09
36,,"31 BUDIMEX 25,53 1 813 532 0,52 580,97","27,80","3,12","0,0",,2008-09
37,,"32 ECHO 420,00 1 680 493 0,48 1 557,74","10,40","1,08","0,0",,2008-09
38,,"33 FAMUR 481,50 1 565 459 0,45 629,20","12,50","2,49","0,0",,2008-09
39,,"34 KOPEX 67,63 1 562 458 0,44 2 018,16","3,00","0,77","0,0",,2008-09
40,,"35 NFIEMF 103,15 1 537 451 0,44 418,19","15,70","3,68","0,0",,2008-09
41,,"36 CCC 38,40 1 536 451 0,44 246,98","20,50","6,22","0,0",,2008-09
42,,"37 AGORA 54,98 1 506 442 0,43 1 251,41","16,10","1,20","1,8",,2008-09
43,,"38 NOBLEBANK 215,18 1 483 435 0,42 607,55","10,00","2,44","0,0",,2008-09
44,,"39 PULAWY 19,12 1 453 426 0,41 1 540,20","4,40","0,94","2,2",,2008-09
45,,"40 CIECH 28,00 1 428 419 0,41 1 372,36","8,20","1,04","4,1",,2008-09
46,,"41 BIOTON 3 059,79 1 408 413 0,40 1 084,33","0,00","1,30","0,0",,2008-09
47,,"42 POLAQUA 27,50 1 371 402 0,39 635,60","20,40","2,16","0,0",,2008-09
48,,"43 BOS 15,05 1 351 396 0,38 951,45","17,80","1,42","0,3",,2008-09
49,,"44 EUROCASH 130,26 1 335 392 0,38 231,38","19,10","5,77","2,9",,2008-09
50,,"45 SYNTHOS 1 323,25 1 244 365 0,35 1 415,63","2,40","0,88","0,0",,2008-09
51,,"46 EMPERIA 15,12 1 164 341 0,33 727,00","14,70","1,60","1,1",,2008-09
52,,"47 POLICE 75,00 1 148 337 0,33 1 180,05","3,00","0,97","0,0",,2008-09
53,,"48 MMPPL 157,70 1 135 333 0,32 555,02","16,10","2,05","3,0",,2008-09
54,,"49 HOOP 26,17 1 091 320 0,31 527,55","44,30","2,07","0,0",,2008-09
55,,"50 NORDEABP 45,52 1 070 314 0,30 986,77","9,90","1,08","0,0",,2008-09
56,,"51 HBPOLSKA 173,67 1 068 313 0,30 455,02","28,90","2,35","0,0",,2008-09
57,,"52 NETIA 389,28 1 028 302 0,29 1 954,63","13,10","0,53","0,0",,2008-09
58,,"53 MOSTALWAR 20,00 1 020 299 0,29 324,91","14,00","3,14","0,0",,2008-09
59,,"54 TUEUROPA 7,88 1 000 293 0,28 249,37","11,20","4,01","5,7",,2008-09
60,,"55 ELBUDOWA 4,75 958 281 0,27 214,00","20,20","4,47","1,2",,2008-09
